adj_day_of_year,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88
162,-0.07993536000661666,-0.14417115961330002,1.6711331436666665,-0.9893727448233334,0.35722609236653335,-0.1919994012731667,1.8398374736666665,0.0016429304782000003,-1.04915594817,1.3789864333333333,0.041386939205449995,-0.15557813090218334,1.4221028633333332,-0.34500334075899997,-0.11250229885888832,-0.40757872969010017,1.0685079822183332,-0.1779860861785,-1.1788676554666666,-0.6505103350038334,-0.1055248077835,-0.6664277362863333,1.9125057366666667,0.33306979946980003,-0.13402585403811668,0.093585641094,1.074174899125,-0.66894346163,0.21231163059185,0.7423554369166665,-1.4933186373333334,1.2959765781666666,0.7676685894183334,-0.9073769349833334,-0.5927621484461667,0.23131973042815002,-1.08178036398,-0.2272428256524667,-0.40301613873,-1.7726475899999998,0.9923285528,-0.6605212715245,-0.4853098749845899,1.0032048983833333,0.43733187712515004,0.15527171663783332,1.3790273696666666,1.4974247846666666,-0.6860762851076667,0.35974709165821667,0.3405745566211667,-0.9404775690716667,1.1207226295000001,0.002456529113699999,0.7368190949933334,0.11418230230165,0.1956011206776333,-1.7846817563333335,-0.24979849719266667,0.6869771731116666,-0.7401865415766666,-0.3074161723759333,-0.357773165665,-0.12225148913618333,-0.15420323169278333,-0.9379408580583334,1.6748396508333332,-0.5071988375281,0.35443536802350006,1.01000180435,-1.9691862298333331,-0.7493404969079999,0.4092242752613333,-0.7471720289396667,0.37014757769783335,-0.18406699942255,-1.6881955175,-0.22967924684750002,-0.93532120332,-0.8128131883616667,-1.0103532181116668,-0.7709729690566666,-0.8481563296265,0.4789551129871667,1.1225210975166666,0.8126639725649999,0.4725297328261666,0.237881598206,-0.16199629350633332
164,-0.08723551189976667,-0.159377739676165,1.6026697438333335,-0.9656685232500001,0.2736377827215,-0.18063469870387,1.8264862518333334,0.00028394449126666526,-1.0592269118583333,1.3925581848333335,0.017329606709166667,-0.12565570459613332,1.4168140863333332,-0.35481223126305,-0.1196038021053,-0.3964701507291,1.09248797655,-0.17833469500066668,-1.1931176572333333,-0.6984059524033334,-0.15053889293736666,-0.7187118724579998,1.9134253183333334,0.3834267571708333,-0.1908432557695,0.0783386566635,1.0964098860166664,-0.7065364367958333,0.24761571123105,0.7885894477333333,-1.484773617833333,1.262877682,0.7330796002583334,-0.9211049308450001,-0.557973305625,0.21469376231373333,-1.1044628155666667,-0.2162871425856333,-0.4395979466421666,-1.779102648,0.9967805615499999,-0.7087013056033332,-0.5109965103055,1.0474043038333332,0.4794869561559483,0.15932694476446,1.3468922016166667,1.5279201783333332,-0.7042432469888332,0.35605385474940004,0.38480414634358334,-0.9748401035166666,1.1513024085,0.028931673076028338,0.7587328017576668,0.04979866125526666,0.17166925883186498,-1.8054823531666668,-0.24371021775501664,0.7224237000246667,-0.7436794143966666,-0.33247937505613334,-0.37630815890866665,-0.11366142682856666,-0.13346817252726167,-0.9122104224333334,1.7165729488333332,-0.4759667202276667,0.379159514705,0.9392710892666667,-2.004289371,-0.6943333011633332,0.3800386286946667,-0.7684646335116666,0.3957779203026666,-0.18793876993586667,-1.7041687700000003,-0.2832167753918333,-0.8984041595400001,-0.8647388428616666,-0.976808895571,-0.808041686575,-0.8684206209549999,0.4513781089623333,1.0916165757166667,0.7383954584938333,0.5056477985041666,0.30071786009318335,-0.16665714618593333
168,-0.09537605127551665,-0.17914718706266664,1.4508002393333332,-0.9093471803533333,0.12876460815875002,-0.15561757074,1.772488531,0.013172430457616666,-1.0859130745333334,1.4187799953333333,-0.02900498752296667,-0.06403902417635,1.4047505038333334,-0.347711290619,-0.13585859992968333,-0.3627049736156667,1.1197449824683332,-0.17870355890599998,-1.2108748113,-0.7631123557583332,-0.22304571503413165,-0.8030209086416666,1.8839318495000001,0.46941824954000005,-0.29323953380554835,0.037934697785749996,1.1353160429,-0.7616994858533332,0.3063598656547,0.8625669670747665,-1.4733289069999997,1.20076615115,0.6847263078818332,-0.9407462636716667,-0.5037997617939667,0.20053583830393332,-1.1454451044500003,-0.1935294806512833,-0.49401755967,-1.7846420141666663,0.9890442943333334,-0.780993659149,-0.5575272806071667,1.1382884490333331,0.5808313827045,0.18205252964438334,1.2823231666666668,1.582308769666667,-0.7386889095718334,0.35137377756145,0.43970163877025503,-1.0322287021416667,1.187961866666667,0.08304849259033334,0.7761547647548334,-0.06443502515266666,0.12848526950543332,-1.8286945804999999,-0.23934881912646666,0.7799068435430001,-0.7454978061808333,-0.38407117207366676,-0.40691623555549994,-0.09801502754273334,-0.08811342179473335,-0.8671352984166667,1.7737980616666664,-0.4158407756651333,0.4203702811708333,0.8282357223183332,-2.0755047093333334,-0.5936844512036668,0.31041652625495,-0.8066992030583333,0.4531087397747,-0.1949768029631667,-1.7264442451666664,-0.37174780201328333,-0.820586368735,-0.9618168889700001,-0.9043087870283333,-0.8563425396050001,-0.9070778900666666,0.415605877274,1.0340186676062333,0.6110866152691666,0.5612653892555001,0.408574374714,-0.17562335559898334
194,0.10810007153533335,0.05944604117133334,0.5032922956543333,-0.35666067789766664,0.2358642596195,0.25114868542308333,0.9272185256266666,0.28154280498531664,-1.3310069985,1.4150105496000003,-0.12532585683918335,0.28070356137645003,1.3733907211666665,0.15076559192533334,-0.09949556873544835,0.03664846147371667,0.7301802430428334,-0.026081364332066665,-0.8965137638601166,-0.40959585985663327,-0.025591171503116666,-0.6685345331361666,1.0118017408733333,0.6380600587577333,-0.28937840410774834,-0.2139789362024,1.19034419425,-0.335998869857,0.5490717665636666,1.0765348032166666,-1.3743675708333334,1.0979702078999998,0.89363952143,-0.6358268774545001,-0.41433544945683326,0.6168108557121667,-1.10597092015,-0.08025362901553333,-0.2792018513055,-1.7202782295,0.5490719078688333,-0.46536184362274163,-0.5179353761671667,1.5188717145000001,1.2824484006666668,0.7776081880433333,1.0708878423200001,1.72625084,-0.6161727632081667,0.5228294897416667,-0.07982147142925,-0.8067519023655,1.1460377866166667,0.45363057474405,0.18223162508333332,-0.12493427500615,0.0772703307715,-1.3219885283333335,-0.24591660305471666,0.9634500759166668,-0.5819832572157333,-0.494874003045,-0.2275300267883333,0.021463298628316665,-0.02897821329428834,-0.9712273010166667,1.5467086066666664,-0.09038726921043333,0.60328274922,1.2007858658,-2.211138675,-0.5454928296653333,-0.1722357502106667,-0.7513694543816667,0.7389534284116666,-0.1421207142705,-1.5054828096666666,-0.05365453673868333,-0.16424105920016666,-1.0358467763616666,-0.43946657332216665,-0.39105414085150003,-0.9695801344833334,0.7244748920925,0.9122818748949999,0.6504520190394999,0.7414309373153167,0.6300228079726007,-0.37322832968598335
196,0.14133487025776667,0.0962949508122,0.47094431481033333,-0.31442620448066666,0.2894994773916667,0.29721098344055,0.8763435403283332,0.2886908989126167,-1.3417431775,1.4032756289033332,-0.11243590109666665,0.2967318876756467,1.3770198656666666,0.19057961150550834,-0.07679058831484167,0.07466830079391666,0.6915804628466667,0.00019834122531333284,-0.8573251914700001,-0.3569870108019333,0.03323539532666666,-0.6241626216216667,0.9433193971683335,0.6459743464565,-0.23438144939570002,-0.21076111306146667,1.2007585922666668,-0.26108990286683337,0.5798590931863333,1.1042993666166667,-1.3574867658333332,1.1194839976833333,0.9278356225300001,-0.5889570890561667,-0.40667625081683334,0.6605441980033333,-1.08842647945,-0.07077473961011667,-0.24021605261026666,-1.7057527503333336,0.5188043582023333,-0.41520120348166667,-0.49116531582129996,1.5217155791666668,1.3106156555000001,0.8421346786243333,1.07753515065,1.7289755075,-0.5707904126908866,0.5539799580403,-0.14049845691476665,-0.7542080062866668,1.1678718281333333,0.4832301666795,0.11980223269351166,-0.09091913942266666,0.08354758148037165,-1.2642454005,-0.23492157113681666,0.9863503254283332,-0.563936819541,-0.47671164069883326,-0.1921917273176,0.03743968216633334,-0.04859579813951666,-0.9856811038721667,1.5269352374999998,-0.07312518959863333,0.6271059206348333,1.2890259688333332,-2.1986371916666667,-0.5713180575778333,-0.17903535253473501,-0.7116668693543067,0.7425524896650001,-0.11720707619913334,-1.4728752341666669,0.02536399354,-0.10625526261593335,-0.99443908715,-0.4147526710344,-0.3310243547171667,-0.95585300746,0.768819003867,0.928238454429,0.694345328255,0.7539952278973333,0.6404084696695833,-0.3945169442598333
198,0.17595845992713333,0.13429939201360167,0.447897544288,-0.27488466517495663,0.34211162653318333,0.34316845636968335,0.83377523518,0.29239502872166667,-1.350955344666667,1.391884376625,-0.09728336906411668,0.31073846451398335,1.3818236506666666,0.22812990000516667,-0.051679136341933336,0.11384410419117334,0.6571134109083333,0.027811456499933333,-0.8206472703616665,-0.3046137941154,0.09635800302091665,-0.5782121447286667,0.8810858691566666,0.6559652727916667,-0.1733541077901667,-0.20349239460324997,1.2160529437499998,-0.18352200621513334,0.6133687911863334,1.1359881423833333,-1.3401985449999998,1.14527985147,0.9622447420683332,-0.54209965483,-0.39815553666116665,0.7015654800162666,-1.07195286015,-0.060882701733666666,-0.2016470902138167,-1.6886960314999997,0.4938965144162166,-0.36749798315716664,-0.46292556892875003,1.5213779966666667,1.3330105841666666,0.9067380134666667,1.0874396430833333,1.7314119915,-0.5211739545485,0.586600170069,-0.19724915644646668,-0.7005194188376667,1.1966618821333335,0.5117968098945,0.06009814882023334,-0.0551682014734,0.08975705030856666,-1.2103181486833334,-0.22204696958720002,1.0122185199983333,-0.5467038409116667,-0.4554083174981667,-0.15646362709216666,0.05440413317819166,-0.06946092722366666,-0.9955417328166667,1.5118399965000002,-0.058506451416833326,0.6533549177450001,1.3813297281666668,-2.1861067733333335,-0.5972335187916666,-0.17824095346542834,-0.6664909101421668,0.7439557460733334,-0.08768192163083334,-1.4413662265000002,0.10749930911486,-0.049227776945789996,-0.9481104969133333,-0.3930535131818333,-0.2730410034824334,-0.940667199912,0.8136955788266667,0.948302094085,0.7391727041783334,0.7665029431233333,0.6535619205568334,-0.4145123789738333
218,0.4536614623995667,0.5592333863425001,0.6766380629113334,-0.17607230354266667,0.601744867645,0.6647486238321667,0.8645001326005001,0.24864981015695004,-1.4862972663333334,1.4075777226666668,0.043825082858416665,0.3162892168931667,1.5221351363333333,0.5015206748033334,0.1706202864887167,0.5494169031033334,0.6063815503351667,0.26816899862033333,-0.8098170144406666,0.09613547207143333,0.8134331006683333,-0.18697460862148332,0.6734116361238334,0.8142261199591667,0.5280821427755666,-0.05852844358306667,1.683374370833333,0.6471844111381667,0.9215204500999999,1.5538073975,-1.2816304576666664,1.5372686001666667,1.2729352555166666,-0.26850921952361667,-0.37776798056165006,0.820574092025,-1.1153539541766666,-0.008741275101433334,-0.010730453034148333,-1.403725838333333,0.5652718825743334,-0.2116847617538167,-0.25725389070300003,1.4744393243499998,1.2498079338666666,1.4620856933333335,1.2898249295,1.7269026105,-0.011248758613333335,0.8284758446946666,-0.4045287075346667,-0.3363888367441667,1.6944066088333336,0.5884866456306667,-0.33024052991915004,0.1825344415512,0.09214756798583333,-1.0761060971216667,-0.12509006988041665,1.3412705008333334,-0.49877842939195005,-0.23287963330981665,0.06345628615232499,0.1749591584352717,-0.17110044027234997,-0.7866661281433334,1.6024072298333334,-0.15910481548486666,0.9663437826166668,2.3257738966666666,-2.2304521575000003,-0.7998945052916667,0.16769860062998332,-0.10481860048938334,0.7682098238611668,0.39667687017285,-1.3655189581666667,0.8089826648183335,0.29348314302761663,-0.42947527565533333,-0.4273629816341667,0.042918905272816665,-0.8732840111016666,1.2238351050216667,1.3245426670166667,1.078364145615,0.8147998596616667,0.9086900005466666,-0.4829685216298167
223,0.4562156012006666,0.6786766527983334,0.811327108825,-0.26918637506200005,0.5602395023171833,0.6766829282666667,0.9550435088416666,0.2513333226384167,-1.5711018598333333,1.4617346539999998,0.029212272897756672,0.2710848080815,1.5883114548333337,0.5548379378175,0.16331894346516668,0.6564579160045,0.6547916289103334,0.27845163136813333,-0.9433801613316667,0.13287647169158334,0.9653827170435,-0.1473256444179,0.7286799791528334,0.8307321718783333,0.6492730069153666,-0.0587232010041,1.8616864121666665,0.8521293878749999,0.9296882181183334,1.6324384223333332,-1.3341745886666667,1.6271574375,1.3336508623333332,-0.3049092157730333,-0.41770781356016673,0.7501633751599999,-1.2088290714833334,-0.033743091209116664,-0.058718283742683335,-1.321934795,0.6417546790023333,-0.28486777761956666,-0.2749565619278,1.4898618634500003,1.1630513324833334,1.5551232779999997,1.3340855752999998,1.706980932,0.04044633553338333,0.8153820413233334,-0.3578570777699333,-0.3532862857808333,1.797774181,0.5092997848171167,-0.38449786642605,0.15331249622593332,0.05531919700175,-1.17210426855,-0.15708886154566667,1.4003299021666664,-0.5436182618706666,-0.23302351433866667,0.03855814615108834,0.1535208911885,-0.13078980345188335,-0.6883710939616667,1.6598700266666668,-0.2692002126091083,1.0237451345966666,2.5069631416666667,-2.3147898466666668,-0.84231525001,0.2951144020575,-0.012704636846616662,0.8140968343149999,0.5269570495295001,-1.4474921250000001,0.8716536501903331,0.27039088241953335,-0.3519040167055,-0.5270843741894999,0.022447128360333333,-0.9227209552966666,1.2894392778,1.439455149,1.0962134845333333,0.7916319642583334,0.9710166078383333,-0.46407724392916666
227,0.43108805839933334,0.7764061116066665,0.9187461127301667,-0.3777155419231667,0.494605165003,0.6639537390460167,1.0313852925,0.2621498196365333,-1.6567746633333333,1.5150610254999999,-0.006642762572316665,0.22024910572383333,1.6478586288333332,0.5960957245281667,0.12982593218975,0.7360787859311667,0.6951097052351667,0.2621139574934833,-1.085205784485,0.1388613363184333,1.0645547850500001,-0.137963087856,0.7969154793404999,0.8257584341885,0.7129367578316667,-0.08145154256433335,2.0025000415000003,1.0090193781333332,0.90728662771,1.6732459973333333,-1.3975166265,1.6824311213333334,1.3758946133333332,-0.3715745956130833,-0.4604416871615,0.6700543008761667,-1.3040109723333333,-0.06773223107851667,-0.12779632336535,-1.2596487016666666,0.7039339891601667,-0.36978944772089994,-0.3179805659646833,1.5159284015,1.0870706983833331,1.6134217908333333,1.355464208,1.6816706008333333,0.04092919613308333,0.7770155650525,-0.3064100535844,-0.4053548319223334,1.8538738921666669,0.41578656880985,-0.4255228473119833,0.09758935827350002,0.007516001179000001,-1.2754915718333333,-0.207239515116,1.430210387,-0.5993531272212167,-0.2634463093435833,-0.010685348324166666,0.11482154947465,-0.07922901766173333,-0.619818557166,1.7042771398333334,-0.37639186317406664,1.0552305537033333,2.6177031883333335,-2.3986668783333336,-0.8789497479616666,0.3903871259552899,0.027500009596499998,0.8660200728083334,0.6172934323251668,-1.5397773138333335,0.8752405474366666,0.21667521381916666,-0.31876037682006664,-0.6319772959116667,-0.022886515767833335,-0.9848227411483333,1.3215677888166668,1.5261885235,1.0843656525666665,0.7647841441601666,1.008031474102,-0.4436443735299999
234,0.33671209022193327,0.9420577299333335,1.0829264896666666,-0.6223959590562,0.31592934325966665,0.5999477424565,1.1566459993666667,0.291665030161,-1.8311048543333333,1.6176886974999998,-0.118432864689725,0.1034012154219,1.75496609,0.6638868522359334,0.020211285622273333,0.855044930045,0.7485988492681666,0.17749153948449997,-1.3849421055,0.10367692845241668,1.1790489504833335,-0.16469008978933333,0.9621778350916668,0.7754994555066665,0.7506284669233334,-0.16757471139383334,2.2163072055,1.2557653041666668,0.8172153364843333,1.691416715,-1.5403353711666665,1.7342990470000001,1.4339906236666666,-0.5613653465423333,-0.5403480279201667,0.4968531321583334,-1.496344318666667,-0.15009739886916668,-0.30122698500635,-1.1585973987833333,0.801261843854,-0.555663546186025,-0.451789996015,1.5822375773333333,0.9585623462666667,1.680915798666667,1.3530980133333335,1.6123036588333335,-0.04870927535906666,0.66075032357245,-0.20999007898849997,-0.5672122249353333,1.8907760426666664,0.2028191274756667,-0.5022047080277,-0.05793873792043333,-0.12077481643156666,-1.4856084090000004,-0.3413742679017501,1.4440330128333334,-0.7357545406718333,-0.3839506381796667,-0.1547621612094,0.00582812672236333,0.03842551543448333,-0.5446737610448167,1.7704260641666667,-0.5845412126556666,1.078026822825,2.7184158199999997,-2.560686115,-0.9515255597286667,0.5296483465505001,0.024175034274156668,0.9784006573183333,0.7304898846705,-1.7383043753333332,0.784539176828,0.058715151492133334,-0.32191394900160003,-0.8532456676216668,-0.153581730418,-1.1311824651666667,1.3258494111666665,1.654137801,1.00915365349,0.7068607026213334,1.0390162576666666,-0.4044722592658167
245,0.12157986405068334,1.13223131245,1.2440502643333333,-1.0575872433166666,-0.07520992198028334,0.4255718371294,1.30609651,0.3174950149097,-2.097844251666667,1.7723924723333333,-0.37072826372882167,-0.12311041322653334,1.8710574101666668,0.74174716204,-0.210670359174,0.950357482995,0.7367937821791667,-0.078924569597,-1.8935819026666667,-0.01663347765418333,1.1910072388,-0.27859955858499164,1.3181310495,0.6146733464118334,0.65509381119455,-0.379224855424,2.38568259,1.5203857941666667,0.6137407020098167,1.5911517535000004,-1.7729463420000002,1.7005591466666667,1.4718777405,-0.9743668367533334,-0.6142619935898334,0.21173110680466667,-1.7872966929999998,-0.2993786498448333,-0.6334672131843333,-1.02333365395,0.910217495535,-0.8701169175666668,-0.7640160212066667,1.6644685708333333,0.8136028815511333,1.7036116524999998,1.2419083708499998,1.4204140959999998,-0.37296131931616666,0.4227330614102333,-0.10828166500604999,-0.9087721170516666,1.8252378906666669,-0.18464559025961666,-0.650126178057,-0.3736717656098334,-0.4160248967276833,-1.7815966195000001,-0.6159774274035,1.3884897286666666,-1.0106043620683334,-0.6994811129590168,-0.47832191464,-0.23311841364406666,0.22517375771283332,-0.576445400967,1.8183813903333332,-0.8826645554031666,1.0451061146766667,2.5912102933333334,-2.7780133683333332,-1.0945147322333333,0.65871244942455,-0.11930114362491667,1.1421092118333334,0.7629057319663334,-2.0590263901666668,0.44751576847533336,-0.2927171158718,-0.4384398360158333,-1.2139672042833332,-0.42084529567233336,-1.4107233518333333,1.2036087219266667,1.7575635059999999,0.804048365655,0.5958362847698333,1.0043059620566668,-0.36523712928929997
255,-0.058396227792433336,1.15896496025,1.3242546645,-1.4057471538333333,-0.4141978544807666,0.23602295403466667,1.3849234991666666,0.2664845244483333,-2.2653455905,1.9035825796666668,-0.5862043025048334,-0.32305208110285,1.8387926599999997,0.7513557910783332,-0.37502930815474506,0.8643334412433334,0.5928534470198333,-0.371160060441785,-2.2951732305,-0.09446961386991667,1.0425041492333333,-0.3992275924763333,1.6789539146666665,0.4429886363191667,0.47680716282695,-0.5840960623316667,2.3117897999999997,1.5856048274999999,0.43370247216225,1.3951899571666666,-1.9007913893333335,1.588292007,1.4284755681666668,-1.3208351433333334,-0.5969289466361667,0.01835009048491667,-1.9557288331666665,-0.41875308328649996,-0.9020205407899999,-0.9681567936061667,0.978910491515,-1.10506360505,-1.0638073937666666,1.5847556051666667,0.7396677402386668,1.6496104003333334,1.0634006781,1.14644847598,-0.7389663048099999,0.24121133499571837,-0.11087486810298333,-1.1411080016666666,1.7031008713333333,-0.5108858303133667,-0.8060204038383333,-0.6275947584003334,-0.680882893065,-1.8926355953333331,-0.8513351410016666,1.291859039,-1.2415235505,-0.9842655298666667,-0.7695850472400001,-0.4763772933316667,0.309474133437135,-0.7492185316916666,1.745231607,-1.0487360601,0.9708005275693334,2.186704396666667,-2.871983275,-1.2820008906333333,0.6755664352139833,-0.2904102732054833,1.1843903020833333,0.6308732732946667,-2.2724009433333334,0.04481108813066667,-0.6508922943006668,-0.5728018461729333,-1.449580717,-0.6040242385148,-1.6811280066666665,1.0222106076500002,1.7170419093333333,0.6690796134675,0.4449162462688333,0.9045910576420001,-0.407061977494
259,-0.11636156052208332,1.1254271368333335,1.3615755996666667,-1.5239049286666668,-0.5078793149578333,0.16092834789933333,1.4001715515000002,0.2242156615615,-2.3113886166666666,1.9593623728333331,-0.6501694123643333,-0.39106933515450004,1.7787906823333333,0.7341490129973334,-0.41456965528266665,0.7670997495040001,0.5008446122960833,-0.4815902779133333,-2.426889475666667,-0.09784340838006667,0.9552631904866666,-0.4421306180765,1.8074271135,0.38127614077099997,0.3953586055975,-0.6602237293575,2.2274148216666667,1.5680754543333333,0.3657983343846667,1.2967923638333334,-1.9197196958333334,1.5349461595,1.3867690491666667,-1.4151370075,-0.5787574795245,-0.031053440299256663,-1.9902884941666668,-0.46185191221383337,-0.98839262915,-0.9853107429083332,1.0041344479466667,-1.1778195924987667,-1.1690801088333334,1.4891193251666668,0.7099760614338332,1.612806984,0.9850600752133333,1.016322594485,-0.8740581819616667,0.18843694415503334,-0.1367811018598667,-1.1773769203333335,1.6468140071666666,-0.6252884438788333,-0.8683794262500001,-0.7059717828365,-0.7527407639616666,-1.8822099616666668,-0.9299258431633334,1.2437531316666668,-1.3084033001666666,-1.0591484470833334,-0.8594270421249667,-0.5762588038958333,0.3090055989101667,-0.8454352704183332,1.6671942135,-1.0859810488833332,0.9340981857916668,1.9747741491666668,-2.8828747483333332,-1.3812499088333334,0.6554048410443334,-0.349870039791,1.1611445686833335,0.5401447636150001,-2.3301726883333336,-0.11708001535305335,-0.7967208265433334,-0.617021372985,-1.5069768826666665,-0.6351353598031667,-1.7942048835,0.9544046221466668,1.6634937155,0.6668914318148333,0.36014937140718334,0.8504108313066666,-0.45813415204316665
260,-0.1296906594178,1.1136358003833333,1.3727212241666666,-1.5518548926666667,-0.5260016704508333,0.1425670225459,1.4023897106666667,0.21216523964503337,-2.321585918333333,1.9738764141666667,-0.6637208300324,-0.4067085445978333,1.7597898870000002,0.7280279806371166,-0.4221651275305,0.7368351783065,0.4751713701903334,-0.5074813601665,-2.4569573913333334,-0.09580968384481665,0.9322052832768335,-0.45211474868975,1.836549875,0.36695063223021673,0.37457143651125,-0.6787088971702834,2.2025321750000004,1.5607270363333334,0.34884138108591,1.2708053843333333,-1.921783933,1.5214675206666668,1.3741830951666667,-1.433343229,-0.5743627142208334,-0.04075744436386666,-1.9962851368333334,-0.47251461583855,-1.0080432761666667,-0.9943100715933333,1.0104460607333334,-1.1941210968666667,-1.1934874985,1.4593500695,0.701404567794,1.6025667861666668,0.9655206263899999,0.9828498794533332,-0.9055842732466667,0.17687404128898335,-0.14511169479571667,-1.1803098828333332,1.6320295296666667,-0.6523614193216667,-0.8835932199183333,-0.7234292600366666,-0.7662065224113334,-1.8750397889999997,-0.9480434362,1.2306838881666666,-1.3220348595,-1.0726897499166665,-0.8784606256783333,-0.601421004584,0.3058745259686,-0.871152490715,1.6425919496666666,-1.0933498145,0.924406518995,1.9197319478333332,-2.8839515899999992,-1.4084701473333334,0.6480266309681667,-0.36344947336733335,1.1518391952166667,0.5146748562096667,-2.3423688233333335,-0.15664658611316667,-0.833365482818,-0.6268144978024999,-1.5181705948333335,-0.6384185336285,-1.8231059468333333,0.9390103434606666,1.6470560031666668,0.672320162941,0.3364395444981667,0.8357349762733334,-0.47445147592333325
275,-0.2977998766218333,0.8596006720683332,1.6676562431666668,-1.9279035366666668,-0.5385934152476833,-0.09853931033751667,1.3535274105,0.018110035203333333,-2.4474207783333335,2.2046912016666664,-0.7655504644835001,-0.579249263638,1.3588373161666665,0.5876503328888334,-0.4702684133984167,0.05891528416556666,0.011025096218,-0.7669271657228333,-2.755952088333333,0.04244460227058334,0.63004904312495,-0.5574858878050667,2.0610718046666667,0.21222309765650002,0.06704600264058333,-0.9414095897683334,1.7547993936666666,1.4079716017666666,0.08391928123770001,0.84830973034,-1.8792695798333334,1.3300787083333332,1.1087711919333332,-1.4361945158333331,-0.5750598729949999,-0.07097347385200001,-2.006469668833333,-0.6413064079508333,-1.2219723601333334,-1.3644868474499998,1.1094366127333335,-1.3564647791666666,-1.4579328288333333,0.8253501732116665,0.4736787397461667,1.42451618095,0.6953326580258332,0.5269648238518333,-1.2320501993,0.037826830174,-0.3183873185248667,-0.9563079944366667,1.3510343135,-0.9825078407283333,-1.06938830585,-0.9013645909233334,-0.7423736040266665,-1.6400706556666667,-1.154478308,0.9633824663741668,-1.3656677109999997,-0.9985184768766667,-0.9823297618833333,-0.9687320057533333,0.16459491792815,-1.2719114241666667,1.0461633554333334,-1.1709818618833332,0.7542476645566667,1.1757861926,-2.881654975,-1.8920946543333332,0.44930866184783336,-0.5093329284391667,0.8995409687300001,0.06625953229005001,-2.438742635,-0.6740491997531667,-1.3877562728333335,-0.7231163212883333,-1.581109809,-0.49920088851583333,-2.268922635,0.810669708353,1.3072546489999999,1.0098784350233334,-0.10832047356858332,0.5802170209225,-0.8652106758466667
283,-0.3681964546234833,0.7514455579583333,1.8967453291666667,-2.0954849799999997,-0.4260395546298334,-0.19237585176626665,1.2720938345000001,-0.04190406257246666,-2.490186995,2.295240156666667,-0.7764543519143167,-0.6369646601116666,1.15619591015,0.5343931139342833,-0.48428566813466667,-0.3466048985776667,-0.2377667001070667,-0.7948630415900001,-2.774990576666667,0.14581369312866668,0.5960068064988333,-0.5665841727655,2.0096564618333335,0.16821997177749998,-0.0596915461415,-1.0648294565783332,1.5578319364999997,1.3861879423333334,-0.03913845442365,0.6428846516833334,-1.8563178188333331,1.235727852,0.9541399086721667,-1.2844070619999999,-0.6361646126155,-0.019816809857833333,-1.9872510775,-0.7264780944699999,-1.2707751819316666,-1.6543396361666667,1.1660161508333333,-1.3748059055,-1.5184983308333333,0.4935754454351666,0.2871577860217833,1.3371297998333334,0.572147579266,0.4011854989749333,-1.2830825176666667,-0.05297354246041667,-0.3977419526054,-0.7256192766183334,1.1451270728333334,-1.0858196769,-1.1156584732333332,-0.9299219960433333,-0.6228122671308334,-1.5251933770000001,-1.2120141016833332,0.7627045658993332,-1.2852266413333333,-0.7992441996683333,-0.926005276875,-1.1098932910666666,0.08310672882316167,-1.4192704813333332,0.6389475993816667,-1.21986941535,0.6448148381018334,0.9732540764216667,-2.8937734416666667,-2.1216351833333333,0.3190824180633667,-0.5523680727395,0.7491246095166666,-0.1419517231036833,-2.4218014483333334,-0.8751183489333333,-1.6568884795,-0.7551438433566666,-1.5732288283333333,-0.3519289948651667,-2.45581228,0.8058581931566665,1.1294242771166667,1.26030015355,-0.34082276614583334,0.4504401754805,-1.1063140268333334
286,-0.3866023817190001,0.7271304103831833,1.979529864,-2.1437671266666665,-0.3866570386046666,-0.22061851053298334,1.2356688905000002,-0.04954271824178333,-2.4927640516666667,2.3124969666666666,-0.7792224887599999,-0.6547852188468333,1.1010127580933333,0.5305424802771667,-0.4900229602525333,-0.4749848676486666,-0.31897226220235,-0.7888554883885001,-2.7512804816666665,0.17997156433668332,0.6187626814981666,-0.55785706937505,1.9681223518333333,0.15589467739939833,-0.09154447724251667,-1.1015952477000002,1.5056299818333334,1.4006371928333332,-0.0708789235712,0.5800255543985,-1.8550021735,1.2000536984999999,0.9045784183883334,-1.2181603768333333,-0.6629512349333333,0.006150140820616664,-1.9774175059999999,-0.7503930241991665,-1.2722783418916668,-1.7472346934999998,1.1875316965,-1.3650548621666667,-1.524996599,0.40205769651095,0.21691999604701667,1.3108142841666668,0.52940267116,0.3845937591816167,-1.280510045,-0.0953966836948,-0.41385316010943335,-0.644165683105,1.06168726855,-1.1068286445166666,-1.1204697758,-0.92171676186,-0.5795475859085001,-1.5014890886666665,-1.2198389928833333,0.6817184957616667,-1.2437292201666665,-0.7171415564333333,-0.8957017303745,-1.1402516315000002,0.06314189563751667,-1.4462007076666668,0.4962872698336667,-1.2380378399166665,0.6012148256393333,0.943766105765,-2.8970990733333335,-2.181999425,0.2763162098143333,-0.5623990028963334,0.7031832570816665,-0.19797235904321664,-2.397751808333333,-0.9342549186533333,-1.7411436674999998,-0.7659106636066667,-1.5652184578333332,-0.2998612117526167,-2.49901022,0.8080192546350001,1.0799232999833333,1.3330273765166667,-0.409386477297,0.4115740445065,-1.180198695
